Sampling type;Flag country;Year;Trip code;Harbour;Number of sets / hauls on trip;Days at sea;Sampling method;Aggregation level;Station number;Duration of fishing operation;Initial latitude;Initial longitude;Final latitude;Final longitude;Depth of fishing operation;Water depth;Catch registration;Species registration;Date;Area;Fishing activity category National;Fishing activity category European lvl 6;Species;Catch category;Weight;Subsample weight;Sex;Maturity method;Maturity Scale;Maturity Stage;Ageing method;Age;Length code;Length class;Number at length;Commercial size category scale;Commercial size category;fish ID;Individual weight
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;199;52;F;Macr;Medits scale;2b;; ;mm;25;1;CIBM;S;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;199;52;M;Macr;Medits scale;0;; ;mm;25;1;CIBM;S;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;26;5;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;26;2;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;26;2;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;M;Macr;Medits scale;0;; ;mm;26;39;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;199;52;M;Macr;Medits scale;0;; ;mm;26;1;CIBM;S;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;27;4;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;27;7;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;27;2;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;M;Macr;Medits scale;0;; ;mm;27;43;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;28;6;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;28;4;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;28;3;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;M;Macr;Medits scale;0;; ;mm;28;26;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;199;52;M;Macr;Medits scale;0;; ;mm;28;1;CIBM;S;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;29;4;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;29;2;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;29;2;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;M;Macr;Medits scale;0;; ;mm;29;17;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;30;9;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;30;3;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;30;3;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;M;Macr;Medits scale;0;; ;mm;30;19;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;31;10;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;31;2;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;31;5;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;M;Macr;Medits scale;0;; ;mm;31;4;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;32;13;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;32;7;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;32;9;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;M;Macr;Medits scale;0;; ;mm;32;7;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;33;8;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;33;9;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;33;8;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;34;8;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;34;2;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;34;3;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;35;7;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;35;2;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;35;3;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;36;3;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;36;2;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;36;3;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2c;; ;mm;37;1;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2d;; ;mm;37;3;CIBM;I;;
S;ITA;2014;GSA9_2014_3014;ITPTH; ;1;Observer;T;999; ;42.05748333;11.1481;42.04216667;10.87456667;410;410;All;All;06/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;17550;4643;F;Macr;Medits scale;2b;; ;mm;38;1;CIBM;I;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;12742;1043;M;Macr;Medits scale;0;; ;mm;10;1;CIBM;S;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;12742;1043;M;Macr;Medits scale;0;; ;mm;11;3;CIBM;S;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;12742;1043;M;Macr;Medits scale;0;; ;mm;12;1;CIBM;S;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;M;Macr;Medits scale;0;; ;mm;13;1;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;12742;1043;M;Macr;Medits scale;0;; ;mm;13;17;CIBM;S;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;12742;1043;M;Macr;Medits scale;0;; ;mm;14;21;CIBM;S;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;F;Macr;Medits scale;2a;; ;mm;15;1;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;M;Macr;Medits scale;0;; ;mm;15;2;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;12742;1043;M;Macr;Medits scale;0;; ;mm;15;34;CIBM;S;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;F;Macr;Medits scale;2a;; ;mm;16;1;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;12742;1043;M;Macr;Medits scale;0;; ;mm;16;49;CIBM;S;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;F;Macr;Medits scale;2a;; ;mm;17;1;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;F;Macr;Medits scale;2d;; ;mm;17;1;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;M;Macr;Medits scale;0;; ;mm;17;3;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;12742;1043;M;Macr;Medits scale;0;; ;mm;17;12;CIBM;S;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;F;Macr;Medits scale;2d;; ;mm;18;4;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;M;Macr;Medits scale;0;; ;mm;18;3;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;12742;1043;M;Macr;Medits scale;0;; ;mm;18;10;CIBM;S;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;F;Macr;Medits scale;2c;; ;mm;19;1;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;F;Macr;Medits scale;2d;; ;mm;19;3;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;M;Macr;Medits scale;0;; ;mm;19;18;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;12742;1043;M;Macr;Medits scale;0;; ;mm;19;6;CIBM;S;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;16275;5940;F;Macr;Medits scale;2a;; ;mm;20;1;CIBM;I;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;16275;5940;M;Macr;Medits scale;0;; ;mm;20;3;CIBM;I;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;F;Macr;Medits scale;2c;; ;mm;20;1;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;F;Macr;Medits scale;2d;; ;mm;20;1;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;11331;1614;M;Macr;Medits scale;0;; ;mm;20;62;CIBM;II;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;12742;1043;M;Macr;Medits scale;0;; ;mm;20;9;CIBM;S;;
S;ITA;2014;GSA9_2014_3019;ITCEQ; ;1;Observer;T;999; ;42.74276667;10.82271667;42.59466667;10.92606667;87;87;All;All;11/06/2014;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;16275;5940;M;Macr;Medits scale;0;; ;mm;21;7;CIBM;I;;
