ID,COUNTRY,AREA,START_YEAR,END_YEAR,SPECIES,SEX,UNIT,LENGTHCLASS,SAMPLE_SIZE,PRM,method_used
199579,XXX,999,2010,2010,DPS,F,mm,26,928,0.87,GLM. Logistic function. Binomial error
199580,XXX,999,2010,2010,DPS,F,mm,27,1023,0.92,GLM. Logistic function. Binomial error
199581,XXX,999,2010,2010,DPS,F,mm,28,866,0.96,GLM. Logistic function. Binomial error
199582,XXX,999,2010,2010,DPS,F,mm,29,775,0.98,GLM. Logistic function. Binomial error
199583,XXX,999,2010,2010,DPS,F,mm,30,729,0.99,GLM. Logistic function. Binomial error
199584,XXX,999,2010,2010,DPS,F,mm,31,478,0.99,GLM. Logistic function. Binomial error
199585,XXX,999,2010,2010,DPS,F,mm,32,352,1,GLM. Logistic function. Binomial error
199586,XXX,999,2010,2010,DPS,F,mm,33,249,1,GLM. Logistic function. Binomial error
199587,XXX,999,2010,2010,DPS,F,mm,34,221,1,GLM. Logistic function. Binomial error
199588,XXX,999,2010,2010,DPS,F,mm,35,232,1,GLM. Logistic function. Binomial error
199589,XXX,999,2010,2010,DPS,F,mm,36,216,1,GLM. Logistic function. Binomial error
199590,XXX,999,2010,2010,DPS,F,mm,37,157,1,GLM. Logistic function. Binomial error
199591,XXX,999,2010,2010,DPS,F,mm,38,135,1,GLM. Logistic function. Binomial error
199592,XXX,999,2010,2010,DPS,F,mm,39,90,1,GLM. Logistic function. Binomial error
199593,XXX,999,2010,2010,DPS,F,mm,40,50,1,GLM. Logistic function. Binomial error
199594,XXX,999,2010,2010,DPS,F,mm,41,59,1,GLM. Logistic function. Binomial error
199595,XXX,999,2010,2010,DPS,F,mm,42,25,1,GLM. Logistic function. Binomial error
199596,XXX,999,2010,2010,DPS,F,mm,43,2,1,GLM. Logistic function. Binomial error
199597,XXX,999,2010,2010,DPS,F,mm,44,3,1,GLM. Logistic function. Binomial error
199598,XXX,999,2010,2010,DPS,F,mm,45,4,1,GLM. Logistic function. Binomial error
199599,XXX,999,2010,2010,DPS,F,mm,46,1,1,GLM. Logistic function. Binomial error
199600,XXX,999,2010,2010,DPS,F,mm,47,1,1,GLM. Logistic function. Binomial error
199601,XXX,999,2011,2011,DPS,F,mm,7,2,0.03,GLM. Logistic function. Binomial error
199602,XXX,999,2011,2011,DPS,F,mm,8,5,0.04,GLM. Logistic function. Binomial error
199603,XXX,999,2011,2011,DPS,F,mm,9,8,0.05,GLM. Logistic function. Binomial error
199604,XXX,999,2011,2011,DPS,F,mm,10,3,0.06,GLM. Logistic function. Binomial error
199605,XXX,999,2011,2011,DPS,F,mm,11,11,0.08,GLM. Logistic function. Binomial error
199606,XXX,999,2011,2011,DPS,F,mm,12,8,0.11,GLM. Logistic function. Binomial error
199607,XXX,999,2011,2011,DPS,F,mm,13,9,0.15,GLM. Logistic function. Binomial error
199608,XXX,999,2011,2011,DPS,F,mm,14,22,0.19,GLM. Logistic function. Binomial error
199609,XXX,999,2011,2011,DPS,F,mm,15,27,0.24,GLM. Logistic function. Binomial error
199610,XXX,999,2011,2011,DPS,F,mm,16,81,0.3,GLM. Logistic function. Binomial error
199611,XXX,999,2011,2011,DPS,F,mm,17,94,0.37,GLM. Logistic function. Binomial error
199612,XXX,999,2011,2011,DPS,F,mm,18,136,0.44,GLM. Logistic function. Binomial error
199613,XXX,999,2011,2011,DPS,F,mm,19,165,0.52,GLM. Logistic function. Binomial error
199614,XXX,999,2011,2011,DPS,F,mm,20,200,0.59,GLM. Logistic function. Binomial error
199615,XXX,999,2011,2011,DPS,F,mm,21,259,0.66,GLM. Logistic function. Binomial error
199616,XXX,999,2011,2011,DPS,F,mm,22,275,0.73,GLM. Logistic function. Binomial error
199617,XXX,999,2011,2011,DPS,F,mm,23,302,0.78,GLM. Logistic function. Binomial error
199618,XXX,999,2011,2011,DPS,F,mm,24,372,0.83,GLM. Logistic function. Binomial error
199619,XXX,999,2011,2011,DPS,F,mm,25,351,0.87,GLM. Logistic function. Binomial error
199620,XXX,999,2011,2011,DPS,F,mm,26,435,0.9,GLM. Logistic function. Binomial error
199621,XXX,999,2011,2011,DPS,F,mm,27,434,0.93,GLM. Logistic function. Binomial error
199622,XXX,999,2011,2011,DPS,F,mm,28,413,0.94,GLM. Logistic function. Binomial error
199623,XXX,999,2011,2011,DPS,F,mm,29,444,0.96,GLM. Logistic function. Binomial error
199624,XXX,999,2011,2011,DPS,F,mm,30,521,0.97,GLM. Logistic function. Binomial error
199625,XXX,999,2011,2011,DPS,F,mm,31,546,0.98,GLM. Logistic function. Binomial error
199626,XXX,999,2011,2011,DPS,F,mm,32,563,0.98,GLM. Logistic function. Binomial error
199627,XXX,999,2011,2011,DPS,F,mm,33,460,0.99,GLM. Logistic function. Binomial error
199628,XXX,999,2011,2011,DPS,F,mm,34,373,0.99,GLM. Logistic function. Binomial error
199629,XXX,999,2011,2011,DPS,F,mm,35,256,0.99,GLM. Logistic function. Binomial error
199630,XXX,999,2011,2011,DPS,F,mm,36,145,0.99,GLM. Logistic function. Binomial error
199631,XXX,999,2011,2011,DPS,F,mm,37,108,1,GLM. Logistic function. Binomial error
199632,XXX,999,2011,2011,DPS,F,mm,38,82,1,GLM. Logistic function. Binomial error
199633,XXX,999,2011,2011,DPS,F,mm,39,54,1,GLM. Logistic function. Binomial error
199634,XXX,999,2011,2011,DPS,F,mm,40,38,1,GLM. Logistic function. Binomial error
199635,XXX,999,2011,2011,DPS,F,mm,41,43,1,GLM. Logistic function. Binomial error
199636,XXX,999,2011,2011,DPS,F,mm,42,24,1,GLM. Logistic function. Binomial error
199637,XXX,999,2011,2011,DPS,F,mm,43,14,1,GLM. Logistic function. Binomial error
199638,XXX,999,2011,2011,DPS,F,mm,44,12,1,GLM. Logistic function. Binomial error
199639,XXX,999,2011,2011,DPS,F,mm,45,8,1,GLM. Logistic function. Binomial error
199640,XXX,999,2011,2011,DPS,F,mm,46,3,1,GLM. Logistic function. Binomial error
199641,XXX,999,2011,2011,DPS,F,mm,47,2,1,GLM. Logistic function. Binomial error
199642,XXX,999,2012,2012,DPS,F,mm,12,3,0.03,GLM. Logistic function. Binomial error
199643,XXX,999,2012,2012,DPS,F,mm,13,14,0.04,GLM. Logistic function. Binomial error
199644,XXX,999,2012,2012,DPS,F,mm,14,15,0.05,GLM. Logistic function. Binomial error
199645,XXX,999,2012,2012,DPS,F,mm,15,31,0.07,GLM. Logistic function. Binomial error
199646,XXX,999,2012,2012,DPS,F,mm,16,63,0.1,GLM. Logistic function. Binomial error
199647,XXX,999,2012,2012,DPS,F,mm,17,64,0.13,GLM. Logistic function. Binomial error
199648,XXX,999,2012,2012,DPS,F,mm,18,106,0.18,GLM. Logistic function. Binomial error
199649,XXX,999,2012,2012,DPS,F,mm,19,136,0.23,GLM. Logistic function. Binomial error
199650,XXX,999,2012,2012,DPS,F,mm,20,188,0.3,GLM. Logistic function. Binomial error
199651,XXX,999,2012,2012,DPS,F,mm,21,187,0.38,GLM. Logistic function. Binomial error
199652,XXX,999,2012,2012,DPS,F,mm,22,199,0.46,GLM. Logistic function. Binomial error
199653,XXX,999,2012,2012,DPS,F,mm,23,249,0.55,GLM. Logistic function. Binomial error
199654,XXX,999,2012,2012,DPS,F,mm,24,250,0.63,GLM. Logistic function. Binomial error
199655,XXX,999,2012,2012,DPS,F,mm,25,250,0.71,GLM. Logistic function. Binomial error
199656,XXX,999,2012,2012,DPS,F,mm,26,310,0.77,GLM. Logistic function. Binomial error
199657,XXX,999,2012,2012,DPS,F,mm,27,346,0.83,GLM. Logistic function. Binomial error
199658,XXX,999,2012,2012,DPS,F,mm,28,349,0.87,GLM. Logistic function. Binomial error
199659,XXX,999,2012,2012,DPS,F,mm,29,438,0.9,GLM. Logistic function. Binomial error
199660,XXX,999,2012,2012,DPS,F,mm,30,430,0.93,GLM. Logistic function. Binomial error
199661,XXX,999,2012,2012,DPS,F,mm,31,310,0.95,GLM. Logistic function. Binomial error
199662,XXX,999,2012,2012,DPS,F,mm,32,284,0.96,GLM. Logistic function. Binomial error
199663,XXX,999,2012,2012,DPS,F,mm,33,285,0.97,GLM. Logistic function. Binomial error
199664,XXX,999,2012,2012,DPS,F,mm,34,249,0.98,GLM. Logistic function. Binomial error
199665,XXX,999,2012,2012,DPS,F,mm,35,231,0.99,GLM. Logistic function. Binomial error
199666,XXX,999,2012,2012,DPS,F,mm,36,218,0.99,GLM. Logistic function. Binomial error
199667,XXX,999,2012,2012,DPS,F,mm,37,136,0.99,GLM. Logistic function. Binomial error
199668,XXX,999,2012,2012,DPS,F,mm,38,77,1,GLM. Logistic function. Binomial error
199669,XXX,999,2012,2012,DPS,F,mm,39,43,1,GLM. Logistic function. Binomial error
199670,XXX,999,2012,2012,DPS,F,mm,40,34,1,GLM. Logistic function. Binomial error
199671,XXX,999,2012,2012,DPS,F,mm,41,17,1,GLM. Logistic function. Binomial error
199672,XXX,999,2012,2012,DPS,F,mm,42,10,1,GLM. Logistic function. Binomial error
199673,XXX,999,2012,2012,DPS,F,mm,43,8,1,GLM. Logistic function. Binomial error
199674,XXX,999,2012,2012,DPS,F,mm,44,4,1,GLM. Logistic function. Binomial error
199675,XXX,999,2012,2012,DPS,F,mm,45,2,1,GLM. Logistic function. Binomial error
199676,XXX,999,2012,2012,DPS,F,mm,46,2,1,GLM. Logistic function. Binomial error
199677,XXX,999,2013,2013,DPS,F,mm,9,1,0.05,GLM. Logistic function. Binomial error
199678,XXX,999,2013,2013,DPS,F,mm,10,3,0.08,GLM. Logistic function. Binomial error
199679,XXX,999,2013,2013,DPS,F,mm,11,1,0.12,GLM. Logistic function. Binomial error
199680,XXX,999,2013,2013,DPS,F,mm,12,3,0.17,GLM. Logistic function. Binomial error
199681,XXX,999,2013,2013,DPS,F,mm,13,7,0.25,GLM. Logistic function. Binomial error
199682,XXX,999,2013,2013,DPS,F,mm,14,12,0.34,GLM. Logistic function. Binomial error
199683,XXX,999,2013,2013,DPS,F,mm,15,9,0.45,GLM. Logistic function. Binomial error
199684,XXX,999,2013,2013,DPS,F,mm,16,28,0.57,GLM. Logistic function. Binomial error
199685,XXX,999,2013,2013,DPS,F,mm,17,50,0.68,GLM. Logistic function. Binomial error
199686,XXX,999,2013,2013,DPS,F,mm,18,100,0.77,GLM. Logistic function. Binomial error
199687,XXX,999,2013,2013,DPS,F,mm,19,107,0.84,GLM. Logistic function. Binomial error
199688,XXX,999,2013,2013,DPS,F,mm,20,170,0.89,GLM. Logistic function. Binomial error
199689,XXX,999,2013,2013,DPS,F,mm,21,157,0.93,GLM. Logistic function. Binomial error
199690,XXX,999,2013,2013,DPS,F,mm,22,160,0.95,GLM. Logistic function. Binomial error
199691,XXX,999,2013,2013,DPS,F,mm,23,117,0.97,GLM. Logistic function. Binomial error
199692,XXX,999,2013,2013,DPS,F,mm,24,163,0.98,GLM. Logistic function. Binomial error
199693,XXX,999,2013,2013,DPS,F,mm,25,172,0.99,GLM. Logistic function. Binomial error
199694,XXX,999,2013,2013,DPS,F,mm,26,230,0.99,GLM. Logistic function. Binomial error
199695,XXX,999,2013,2013,DPS,F,mm,27,290,1,GLM. Logistic function. Binomial error
199696,XXX,999,2013,2013,DPS,F,mm,28,317,1,GLM. Logistic function. Binomial error
199697,XXX,999,2013,2013,DPS,F,mm,29,367,1,GLM. Logistic function. Binomial error
199698,XXX,999,2013,2013,DPS,F,mm,30,402,1,GLM. Logistic function. Binomial error
199699,XXX,999,2013,2013,DPS,F,mm,31,377,1,GLM. Logistic function. Binomial error
199700,XXX,999,2013,2013,DPS,F,mm,32,427,1,GLM. Logistic function. Binomial error
199701,XXX,999,2013,2013,DPS,F,mm,33,388,1,GLM. Logistic function. Binomial error
199702,XXX,999,2013,2013,DPS,F,mm,34,264,1,GLM. Logistic function. Binomial error
199703,XXX,999,2013,2013,DPS,F,mm,35,182,1,GLM. Logistic function. Binomial error
199704,XXX,999,2013,2013,DPS,F,mm,36,117,1,GLM. Logistic function. Binomial error
199705,XXX,999,2013,2013,DPS,F,mm,37,116,1,GLM. Logistic function. Binomial error
199706,XXX,999,2013,2013,DPS,F,mm,38,91,1,GLM. Logistic function. Binomial error
199707,XXX,999,2013,2013,DPS,F,mm,39,56,1,GLM. Logistic function. Binomial error
199708,XXX,999,2013,2013,DPS,F,mm,40,31,1,GLM. Logistic function. Binomial error
199709,XXX,999,2013,2013,DPS,F,mm,41,29,1,GLM. Logistic function. Binomial error
199710,XXX,999,2013,2013,DPS,F,mm,42,16,1,GLM. Logistic function. Binomial error
199711,XXX,999,2013,2013,DPS,F,mm,43,7,1,GLM. Logistic function. Binomial error
199712,XXX,999,2013,2013,DPS,F,mm,44,5,1,GLM. Logistic function. Binomial error
199713,XXX,999,2013,2013,DPS,F,mm,45,3,1,GLM. Logistic function. Binomial error
199714,XXX,999,2013,2013,DPS,F,mm,46,3,1,GLM. Logistic function. Binomial error
199715,XXX,999,2014,2014,DPS,F,mm,9,2,0,GLM. Logistic function. Binomial error
199716,XXX,999,2014,2014,DPS,F,mm,10,2,0,GLM. Logistic function. Binomial error
199717,XXX,999,2014,2014,DPS,F,mm,11,11,0.07,GLM. Logistic function. Binomial error
199718,XXX,999,2014,2014,DPS,F,mm,12,13,0.09,GLM. Logistic function. Binomial error
199719,XXX,999,2014,2014,DPS,F,mm,13,20,0.11,GLM. Logistic function. Binomial error
199720,XXX,999,2014,2014,DPS,F,mm,14,46,0.14,GLM. Logistic function. Binomial error
199721,XXX,999,2014,2014,DPS,F,mm,15,88,0.18,GLM. Logistic function. Binomial error
199722,XXX,999,2014,2014,DPS,F,mm,16,129,0.22,GLM. Logistic function. Binomial error
199723,XXX,999,2014,2014,DPS,F,mm,17,164,0.27,GLM. Logistic function. Binomial error
199724,XXX,999,2014,2014,DPS,F,mm,18,169,0.33,GLM. Logistic function. Binomial error
199725,XXX,999,2014,2014,DPS,F,mm,19,201,0.39,GLM. Logistic function. Binomial error
199726,XXX,999,2014,2014,DPS,F,mm,20,207,0.45,GLM. Logistic function. Binomial error
199727,XXX,999,2014,2014,DPS,F,mm,21,171,0.52,GLM. Logistic function. Binomial error
199728,XXX,999,2014,2014,DPS,F,mm,22,168,0.59,GLM. Logistic function. Binomial error
199729,XXX,999,2014,2014,DPS,F,mm,23,216,0.65,GLM. Logistic function. Binomial error
199730,XXX,999,2014,2014,DPS,F,mm,24,213,0.71,GLM. Logistic function. Binomial error
199731,XXX,999,2014,2014,DPS,F,mm,25,228,0.76,GLM. Logistic function. Binomial error
199732,XXX,999,2014,2014,DPS,F,mm,26,295,0.8,GLM. Logistic function. Binomial error
199733,XXX,999,2014,2014,DPS,F,mm,27,266,0.84,GLM. Logistic function. Binomial error
199734,XXX,999,2014,2014,DPS,F,mm,28,329,0.88,GLM. Logistic function. Binomial error
199735,XXX,999,2014,2014,DPS,F,mm,29,284,0.9,GLM. Logistic function. Binomial error
199736,XXX,999,2014,2014,DPS,F,mm,30,309,0.92,GLM. Logistic function. Binomial error
199737,XXX,999,2014,2014,DPS,F,mm,31,205,0.94,GLM. Logistic function. Binomial error
199738,XXX,999,2014,2014,DPS,F,mm,32,208,0.95,GLM. Logistic function. Binomial error
199739,XXX,999,2014,2014,DPS,F,mm,33,216,0.96,GLM. Logistic function. Binomial error
199740,XXX,999,2014,2014,DPS,F,mm,34,163,0.97,GLM. Logistic function. Binomial error
199741,XXX,999,2014,2014,DPS,F,mm,35,187,0.98,GLM. Logistic function. Binomial error
199742,XXX,999,2014,2014,DPS,F,mm,36,179,0.98,GLM. Logistic function. Binomial error
199743,XXX,999,2014,2014,DPS,F,mm,37,138,0.99,GLM. Logistic function. Binomial error
199744,XXX,999,2014,2014,DPS,F,mm,38,66,0.99,GLM. Logistic function. Binomial error
199745,XXX,999,2014,2014,DPS,F,mm,39,37,0.99,GLM. Logistic function. Binomial error
199746,XXX,999,2014,2014,DPS,F,mm,40,18,0.99,GLM. Logistic function. Binomial error
