ID,COUNTRY,YEAR,QUARTER,VESSEL_LENGTH,GEAR,MESH_SIZE_RANGE,FISHERY,AREA,SPECON,SPECIES,DISCARDS,UNIT,LENGTHCLASS0,LENGTHCLASS1,LENGTHCLASS2,LENGTHCLASS3,LENGTHCLASS4,LENGTHCLASS5,LENGTHCLASS6,LENGTHCLASS7,LENGTHCLASS8,LENGTHCLASS9,LENGTHCLASS10,LENGTHCLASS11,LENGTHCLASS12,LENGTHCLASS13,LENGTHCLASS14,LENGTHCLASS15,LENGTHCLASS16,LENGTHCLASS17,LENGTHCLASS18,LENGTHCLASS19,LENGTHCLASS20,LENGTHCLASS21,LENGTHCLASS22,LENGTHCLASS23,LENGTHCLASS24,LENGTHCLASS25,LENGTHCLASS26,LENGTHCLASS27,LENGTHCLASS28,LENGTHCLASS29,LENGTHCLASS30,LENGTHCLASS31,LENGTHCLASS32,LENGTHCLASS33,LENGTHCLASS34,LENGTHCLASS35,LENGTHCLASS36,LENGTHCLASS37,LENGTHCLASS38,LENGTHCLASS39,LENGTHCLASS40,LENGTHCLASS41,LENGTHCLASS42,LENGTHCLASS43,LENGTHCLASS44,LENGTHCLASS45,LENGTHCLASS46,LENGTHCLASS47,LENGTHCLASS48,LENGTHCLASS49,LENGTHCLASS50,LENGTHCLASS51,LENGTHCLASS52,LENGTHCLASS53,LENGTHCLASS54,LENGTHCLASS55,LENGTHCLASS56,LENGTHCLASS57,LENGTHCLASS58,LENGTHCLASS59,LENGTHCLASS60,LENGTHCLASS61,LENGTHCLASS62,LENGTHCLASS63,LENGTHCLASS64,LENGTHCLASS65,LENGTHCLASS66,LENGTHCLASS67,LENGTHCLASS68,LENGTHCLASS69,LENGTHCLASS70,LENGTHCLASS71,LENGTHCLASS72,LENGTHCLASS73,LENGTHCLASS74,LENGTHCLASS75,LENGTHCLASS76,LENGTHCLASS77,LENGTHCLASS78,LENGTHCLASS79,LENGTHCLASS80,LENGTHCLASS81,LENGTHCLASS82,LENGTHCLASS83,LENGTHCLASS84,LENGTHCLASS85,LENGTHCLASS86,LENGTHCLASS87,LENGTHCLASS88,LENGTHCLASS89,LENGTHCLASS90,LENGTHCLASS91,LENGTHCLASS92,LENGTHCLASS93,LENGTHCLASS94,LENGTHCLASS95,LENGTHCLASS96,LENGTHCLASS97,LENGTHCLASS98,LENGTHCLASS99,LENGTHCLASS100_PLUS
44671,XXX,2015,-1,-1,OTB,50D100,DEMSP,999,-1,DPS,89.320018,mm,0,0,0,0,0,0,0,0,372.056332,197.246775,1637.585957,1588.426629,1571.859678,2508.107698,2889.496261,3634.701858,3540.93318,3786.166103,2651.144211,1488.670394,1034.572985,739.808163,473.607548,223.3589,286.355872,68.637346,75.730325,79.586545,39.546642,1.02589,3.653217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44695,XXX,2016,1,-1,OTB,50D100,DEMSP,999,-1,DPS,4.321935,mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.342536,77.370142,270.795498,116.055214,174.08282,58.027607,77.370142,42.983412,0,19.342536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44696,XXX,2016,2,-1,OTB,50D100,DEMSP,999,-1,DPS,2.726606,mm,0,0,0,0,0,0,0,0,0,0,19.743635,98.718173,78.974538,284.153486,147.496564,106.073645,109.944946,39.100139,5.806951,5.806951,39.487269,0,0,0,0,25.163456,12.581728,0,0,0,0,0,0,12.581728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44697,XXX,2016,3,-1,OTB,50D100,DEMSP,999,-1,DPS,18.256248,mm,0,0,0,0,0,0,0,0,0,0,186.179843,168.732132,157.029399,446.831622,362.784722,579.39167,704.078971,720.675574,479.812052,224.266919,340.443141,222.351926,149.582205,0,18.298819,69.36529,26.59712,32.129321,49.577032,9.149409,22.979912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44698,XXX,2016,4,-1,OTB,50D100,DEMSP,999,-1,DPS,4.391166,mm,0,0,0,0,0,0,0,0,0,0,11.654652,34.963956,34.963956,116.200344,139.509648,154.049115,219.245932,162.357382,169.857901,76.851469,45.34929,38.425734,18.578208,23.193912,0,0,11.654652,0,11.654652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44726,XXX,2016,1,-1,OTB,50D100,MDDWSP,999,-1,DPS,1.122239,mm,0,0,0,0,0,0,0,0,0,0,2.727003,0,0.678652,0.678652,1.357304,8.156218,7.46517,4.750563,11.537081,2.714607,4.750563,6.107867,10.204569,5.429215,4.750563,6.798914,12.228129,12.894385,11.549477,8.822474,5.429215,1.357304,3.405655,0.678652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44727,XXX,2016,2,-1,OTB,50D100,MDDWSP,999,-1,DPS,4.120538,mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.728625,47.148338,36.267952,88.20366,41.055322,80.22471,74.857053,67.603463,77.903561,85.157152,37.428527,14.507181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50233,XXX,2017,1,-1,OTB,50D100,DEMSP,999,-1,DPS,16.215517,mm,0,0,0,0,0,0,9.065903,12.817312,156.933913,344.816943,371.076801,107.852988,102.538493,76.90387,41.265491,132.862376,281.980855,233.681473,531.293196,535.826148,302.6136,367.169084,157.090221,130.674055,106.602518,47.517838,48.768308,30.636501,6.252347,0,1.563087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50240,XXX,2017,1,-1,OTB,50D100,MDDWSP,999,-1,DPS,0.165092,mm,0,0,0,0,0,0,0,0,0,0,1.796343,0,0,0,3.592685,0,0,0,3.592685,1.796343,5.389028,1.437074,1.796343,0,0,3.951954,0,3.951954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50243,XXX,2017,2,-1,OTB,50D100,DEMSP,999,-1,DPS,10.594472,mm,0,0,0,0,0,0,0,0,0,20.367798,0,82.319851,20.367798,62.800711,42.432913,20.367798,104.384965,20.367798,0,20.367798,246.959552,185.007499,323.763124,75.954914,139.604283,102.687649,91.655091,20.367798,40.735596,21.216456,0,20.367798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50254,XXX,2017,4,-1,OTB,50D100,DEMSP,999,-1,DPS,14.491513,mm,0,0,0,0,0,0,0,0,0,0,0,1.75756,1.006603,4.681502,38.602416,93.93361,296.628249,701.89503,715.268466,479.435826,187.989717,177.396422,138.192175,130.794444,69.114728,40.088353,22.571335,6.817204,4.260752,6.817204,5.112903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
