Sampling type,Flag country,Year,Trip code,Harbour,Number of sets / hauls on trip,Days at sea,Sampling method,Aggregation level,Station number,Duration of fishing operation,Initial latitude,Initial longitude,Final latitude,Final longitude,Depth of fishing operation,Water depth,Catch registration,Species registration,Date,Area,Fishing activity category National,Fishing activity category European lvl 6,Species,Catch category,Weight,Subsample weight,Sex,Maturity method,Maturity Scale,Maturity Stage,Ageing method,Age,Length code,Length class,Number at length,Commercial size category scale,Commercial size category,fish ID,Individual weight
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,12742,1043,M,Macr,Medits scale,0,, ,mm,12,1,999,S,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,M,Macr,Medits scale,0,, ,mm,13,1,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,12742,1043,M,Macr,Medits scale,0,, ,mm,13,17,999,S,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,12742,1043,M,Macr,Medits scale,0,, ,mm,14,21,999,S,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,F,Macr,Medits scale,2a,, ,mm,15,1,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,M,Macr,Medits scale,0,, ,mm,15,2,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,12742,1043,M,Macr,Medits scale,0,, ,mm,15,34,999,S,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,F,Macr,Medits scale,2a,, ,mm,16,1,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,12742,1043,M,Macr,Medits scale,0,, ,mm,16,49,999,S,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,F,Macr,Medits scale,2a,, ,mm,17,1,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,F,Macr,Medits scale,2d,, ,mm,17,1,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,M,Macr,Medits scale,0,, ,mm,17,3,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,12742,1043,M,Macr,Medits scale,0,, ,mm,17,12,999,S,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,F,Macr,Medits scale,2d,, ,mm,18,4,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,M,Macr,Medits scale,0,, ,mm,18,3,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,12742,1043,M,Macr,Medits scale,0,, ,mm,18,10,999,S,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,F,Macr,Medits scale,2c,, ,mm,19,1,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,F,Macr,Medits scale,2d,, ,mm,19,3,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,M,Macr,Medits scale,0,, ,mm,19,18,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,12742,1043,M,Macr,Medits scale,0,, ,mm,19,6,999,S,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,16275,5940,F,Macr,Medits scale,2a,, ,mm,20,1,999,I,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,16275,5940,M,Macr,Medits scale,0,, ,mm,20,3,999,I,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,F,Macr,Medits scale,2c,, ,mm,20,1,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,F,Macr,Medits scale,2d,, ,mm,20,1,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,M,Macr,Medits scale,0,, ,mm,20,62,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,12742,1043,M,Macr,Medits scale,0,, ,mm,20,9,999,S,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,16275,5940,M,Macr,Medits scale,0,, ,mm,21,7,999,I,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,F,Macr,Medits scale,2c,, ,mm,21,1,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,M,Macr,Medits scale,0,, ,mm,21,53,999,II,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,12742,1043,M,Macr,Medits scale,0,, ,mm,21,9,999,S,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,16275,5940,F,Macr,Medits scale,2a,, ,mm,22,1,999,I,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,16275,5940,F,Macr,Medits scale,2d,, ,mm,22,1,999,I,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,16275,5940,M,Macr,Medits scale,0,, ,mm,22,4,999,I,,
S,999,2014,999_2014_3019,ITCEQ, ,1,Observer,T,999, ,42.74276667,10.82271667,42.59466667,10.92606667,87,87,All,All,11/06/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,11331,1614,F,Macr,Medits scale,2c,, ,mm,22,1,999,II,,
